age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Young,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Over-time,United-States,small
Senior,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Full-time,United-States,large
Middle-Aged,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,10th,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,None,None,Full-time,South,small
Middle-Aged,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Part-time,United-States,small
Young,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,None,None,Workaholic,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,None,Full-time,United-States,small
Middle-Aged,Federal-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,Low,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,Jamaica,small
Middle-Aged,Private,HS-grad,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,None,None,Full-time,Philippines,small
Middle-Aged,Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,None,None,Workaholic,Puerto-Rico,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,None,None,Over-time,United-States,small
Young,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,Low,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,Mexico,small
Young,Private,Some-college,Never-married,Other-service,Other-relative,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Low,None,Workaholic,Vietnam,small
Middle-Aged,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Full-time,United-States,large
Middle-Aged,Private,Some-college,Never-married,Protective-serv,Own-child,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,7th-8th,Never-married,Other-service,Other-relative,White,Female,None,None,Workaholic,Mexico,small
Senior,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,None,None,Part-time,United-States,large
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Over-time,United-States,small
Old,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,12th,Never-married,Sales,Other-relative,Black,Male,None,None,Over-time,United-States,small
Senior,Self-emp-not-inc,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Young,Self-emp-not-inc,11th,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,England,large
Middle-Aged,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,Low,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,Workaholic,United-States,large
Middle-Aged,Federal-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Never-married,Craft-repair,Unmarried,White,Male,None,None,Full-time,United-States,small
Senior,Private,12th,Never-married,Adm-clerical,Other-relative,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,State-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Sales,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,None,Over-time,United-States,large
Senior,Private,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Over-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Local-gov,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,None,None,Full-time,United-States,large
Middle-Aged,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,Low,None,Workaholic,United-States,small
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Senior,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Sales,Own-child,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Senior,State-gov,HS-grad,Separated,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,None,None,Part-time,Mexico,small
Middle-Aged,Federal-gov,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,None,None,Full-time,United-States,small
Young,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,Full-time,Guatemala,small
Middle-Aged,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Workaholic,United-States,small
Young,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,High,Full-time,United-States,large
Old,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,Part-time,United-States,large
Middle-Aged,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Over-time,United-States,small
Senior,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Over-time,United-States,small
Senior,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,None,None,Part-time,United-States,small
Middle-Aged,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,High,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,9th,Never-married,Handlers-cleaners,Unmarried,Black,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,large
Old,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Part-time,United-States,small
